Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/8/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Upper middle income,UMC,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9,46.4,45.1,45.5,44.5,42.2,39.9,40.5,40.1,40.1,39.7,39.5,39.7,39.7,40.2
United States,USA,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,35.3,,,,,34.5,,,,,,,37.4,,,,,38,38.4,40.4,40,39.9,40.3,40.5,40,40,40.1,40.6,40.4,40.8,40.3,41,41.4,40.8,40.8,40.6,40,40.9,40.9,40.7,41.5,41.2,41.1,41.2,41.4,41.5,
Uzbekistan,UZB,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7,,36.1,,33,35.3,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,55.6,,,,,,53.4,,43.8,,,42.1,,,47.2,,,48.1,47.8,,47.2,49,48.1,47.5,49.5,44.8,,,,,,,,,,,,,,
British Virgin Islands,VGB,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,,,,,35.4,,,,,37,,36.8,,35.8,,35.6,,39.3,,35.6,,34.8,,35.3,,35.7,,
Vanuatu,VUT,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4,,,,,,,,,32.3,
World,WLD,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,,,,,,42,,,,,38.7,,,,,,,
Kosovo,XKX,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,31.2,30.3,,,31.8,33.3,27.8,29,26.3,27.3,26.5,26.7,29,,,
"Yemen, Rep.",YEM,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,34.7,,,,,,,,,36.7,,,,,,
South Africa,ZAF,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3,,,,,,,57.8,,,,,64.8,,,63,,63.4,,,,63,,,,,,
Zambia,ZMB,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5,,52.6,,,48.3,,49.1,,,,42.1,,54.3,,54.6,,,,55.6,,,,,57.1,,,,,
Zimbabwe,ZWE,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,,,,,,44.3,,50.3,
Aruba,ABW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23293.03741,25004.17191,25643.08368,26515.89026,27695.54486,27690.09133,27541.54916,29223.23688,29508.86227,29716.83431,32026.97274,31064.35565,29847.92835,30356.04527,33050.90338,34051.4928,35168.56147,36619.58803,37247.9805,33553.882,32625.49269,34324.79936,33567.55002,36829.03277,36779.42943,37311.75032,37585.02508,38897.12267,,,
Africa Eastern and Southern,AFE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855.74664,1867.261532,1823.199837,1813.343992,1837.030775,1907.755508,1996.388553,2052.784608,2060.437505,2094.516362,2159.399625,2229.739188,2293.760994,2350.920776,2484.688315,2651.038451,2837.033484,3027.821025,3142.996117,3109.605124,3217.660159,3323.272014,3237.870658,3365.682977,3503.699383,3533.230819,3627.294348,3702.390685,3791.875407,3842.578511,3684.562623
Afghanistan,AFG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.0142683,927.857548,925.4414292,1023.051749,1077.76154,1228.703863,1272.572975,1519.692923,1710.575411,1699.48811,1914.774228,2015.514775,2069.424022,2087.305323,1981.118069,2058.400221,2082.635648,2152.366489,2078.648615
Africa Western and Central,AFW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730.71152,1763.354595,1801.291617,1776.373521,1763.906972,1790.671127,1858.69302,1921.690399,1960.061542,1965.690117,2027.39937,2123.119562,2298.886007,2405.563875,2596.234097,2757.792101,2912.195462,3066.933985,3230.719084,3359.362655,3532.142986,3675.392441,3772.323802,4013.196523,4208.73178,4139.323364,4069.005667,4115.64548,4231.815774,4335.199547,4242.114489
Angola,AGO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3279.222122,3311.776452,3086.565116,2325.18727,2330.242812,2649.361121,2966.383322,3136.516286,3215.105619,3226.128142,3289.409549,3389.196967,3785.150322,3838.795052,4225.467927,4837.709827,5362.019843,6050.610555,6607.291634,6470.675244,6587.986939,6710.750623,7412.967035,7682.475386,8179.297828,7337.569822,7103.226431,7310.896589,7099.971958,6952.419362,6445.432873
Albania,ALB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2548.112437,1908.095304,1822.334761,2056.373087,2288.675956,2664.373018,2978.508451,2717.644348,3021.041577,3471.661509,3860.804627,4299.546493,4661.402695,5000.049363,5427.732662,5865.301904,6566.572828,7283.342638,8228.348041,8813.029461,9628.721962,10207.76757,10526.25918,10570.96373,11259.26751,11658.90552,12078.84314,12770.96429,13483.01161,14012.97644,13439.66528
Andorra,AND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6741.887424,7299.474193,7697.248775,7893.388365,8083.367363,8218.492982,8550.963852,8872.232218,9268.001256,9389.972299,10028.87441,10196.64688,10170.87293,10555.95657,11579.95478,12300.77896,13091.05543,13694.77424,14409.47502,14253.93969,14749.55218,15211.0266,16130.59925,16083.8094,15777.09722,14167.98715,13701.1556,14214.61302,14652.0889,14945.93531,14134.18026
United Arab Emirates,ARE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87172.09973,85793.71703,85571.6647,83796.62966,86653.66391,89669.43702,91887.19029,96181.55608,92629.35658,91712.02149,98365.15739,96724.06511,95551.72764,99239.96016,101872.9736,97671.6293,95679.85753,87102.97189,79732.2435,68167.57588,64882.85034,67686.38538,69102.47617,70374.23536,73619.04466,64901.88005,63968.88804,67183.60531,68576.11552,71150.54214,66771.49975
Argentina,ARG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7191.10509,8000.36231,8713.545764,9526.913347,10168.75018,9963.360902,10579.47727,11507.89541,11949.41866,11581.89051,11618.79323,11226.87975,10052.48826,11025.1861,12214.74071,13568.76921,14951.72895,16570.00783,17404.06914,16334.74081,18061.93436,19322.22712,19641.35286,20131.68042,19683.77151,20105.19899,20307.87005,23597.11775,23293.39863,22999.27505,20770.72642
Armenia,ARM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2772.174848,2554.373165,1548.096243,1479.585479,1631.321528,1817.148263,1989.335728,2115.617044,2313.617793,2439.912753,2658.344322,2995.908846,3463.986063,4043.655062,4614.869804,5455.434995,6411.81964,7551.643636,8300.491988,7233.039928,7506.321909,8025.458485,9364.375299,9835.802461,10036.88984,9969.664854,10704.22976,12115.13929,13020.39632,14231.18019,13312.11386
American Samoa,ASM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11586.77979,12079.01639,12284.91355,12974.81357,13837.11177,13221.94934,14045.64927,14757.12431,15306.50488,15789.4352,16843.12161,16173.32622,16367.7349,17458.88373,18718.37078,20269.69099,23180.40071,25613.5465,25690.68949,22435.3937,20611.44578,20347.86848,19598.02386,18797.62637,19039.0045,18911.30689,19920.26578,19840.28404,21521.88505,22774.1742,18241.8682
Australia,AUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17367.11058,17822.47528,18214.59787,19159.52159,20094.05411,20923.5552,22008.91159,22972.48786,24210.63627,25296.26355,26343.0767,27439.82779,28768.72863,29807.40956,31407.46145,32653.40162,34369.61939,36599.85073,37499.52513,40281.79967,39336.66348,42003.15806,42836.67186,45906.44004,46880.89518,46248.61646,47255.30701,48398.5497,50169.18729,51748.39772,53329.80833
Austria,AUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19461.99694,20605.85357,21281.15471,21720.51107,22629.97096,23684.62005,24553.84013,25426.71741,26675.04316,27606.48303,29376.01974,29702.79753,31178.69333,32144.24181,33773.82578,35013.71404,37662.18517,39430.60917,41316.22518,40918.13212,42009.43853,44452.73275,46457.34578,47922.04912,48799.71547,49865.90394,52684.01711,54172.98679,56960.09143,58076.3488,55683.84082
Azerbaijan,AZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5255.884068,5324.280172,4151.671993,3219.144386,2604.809937,2318.665985,2367.736202,2525.380061,2782.647228,3005.222233,3385.512727,3772.943783,4163.199987,4638.124768,5158.394594,6737.146208,9233.680797,11718.52673,12956.83405,13976.10964,14677.16482,14804.57445,15957.71885,17188.94551,17443.87826,14938.40113,14371.02274,14121.40694,14550.76282,15052.79387,14479.70541
Burundi,BDI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.6797871,652.1172668,659.4188858,620.647203,599.1938174,555.0198156,513.6983022,509.3573907,534.023853,529.2830268,527.0808747,537.3594612,554.9448477,541.7639194,565.0427467,569.2749716,598.5075975,615.2295597,636.3320241,644.1051742,663.0544895,681.9716213,690.6878417,740.9832211,777.0412415,841.6460259,796.9440834,773.5728587,779.8081757,783.4519832,771.1632425
Belgium,BEL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18678.01029,19590.69918,20261.47811,20462.14646,21507.12136,22434.7069,22738.44887,23732.27225,24368.91369,25440.84119,27784.5715,28788.06284,30282.28865,30932.85251,32063.08032,33177.89095,35259.18671,36791.20043,37883.33194,37749.50954,39840.0882,40942.37271,42290.76205,43671.11959,44929.68559,46200.90445,48597.39998,50442.27054,52528.11854,54269.51403,53034.961
Benin,BEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.771282,1311.290201,1333.626614,1395.208695,1404.829508,1471.713483,1515.050877,1581.941833,1614.627555,1675.244795,1759.720357,1837.805332,1894.998881,1936.880972,2015.637766,2052.528853,2135.26377,2258.492681,2347.924324,2353.632893,2364.119636,2416.327362,2498.495773,2669.68822,2833.412753,2886.829137,3004.807805,3044.517156,3236.670417,3426.329654,3505.424354
Burkina Faso,BFA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.5763023,647.2369755,645.8975317,665.8067704,670.4305773,704.0167896,774.1699495,814.7897207,859.7349553,910.5803534,921.9391767,976.1608793,1005.429991,1072.467136,1117.464831,1215.573258,1291.485796,1339.737649,1401.957727,1411.127528,1502.104047,1586.571161,1619.399426,1683.105833,1692.303242,1713.520136,1895.295066,2044.386987,2168.662213,2267.506638,2274.016832
Bangladesh,BGD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.9629681,888.4308718,936.9755871,982.8345899,1020.791051,1072.432678,1117.400582,1163.617277,1212.188224,1261.344618,1331.548429,1403.126219,1453.262257,1523.797478,1620.425053,1753.874608,1901.716701,2065.154773,2206.510371,2309.563637,2439.069627,2620.83379,2937.628798,3143.585503,3368.056164,3555.50526,3848.957664,4160.703325,4547.480016,4954.761848,5138.65321
Bulgaria,BGR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7547.122369,7214.513779,6916.174152,7031.172287,7336.747081,7738.843638,6846.984339,5750.439437,6177.653654,5807.811701,6421.959135,6958.978417,7786.448422,8416.983667,9201.504128,10291.43777,11408.11806,12811.35877,14335.7146,14181.15468,14956.48718,15747.08538,16327.87261,16647.0064,17616.91318,18391.92747,20074.3763,21469.94544,22990.10549,24523.79229,24613.83507
Bahrain,BHR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26858.68103,30046.98066,31952.75584,36015.8992,35799.85453,37036.25287,38249.13913,39039.89723,40105.04114,40910.71738,42181.90604,42094.58142,41932.58355,42860.48222,44185.33854,45400.8527,46200.63586,47532.85916,47847.61525,46498.8434,46872.94778,47377.49831,50675.62102,51494.41172,51101.97702,45575.78357,44768.97091,47709.77802,47503.06194,47228.10004,43755.85562
"Bahamas, The",BHS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21483.07622,20891.09535,20161.9102,20318.63165,21034.75945,22069.78193,23109.55165,24844.19035,23725.09018,26685.28672,28034.19652,28956.8955,29715.69528,29363.12194,29869.40634,31261.77357,32401.62592,33117.60507,32373.49264,30728.81809,31090.58165,31522.02023,32216.6978,31650.43901,33248.11329,33937.41876,34338.51956,35917.75703,37416.97226,37973.24725,32538.56916
Bosnia and Herzegovina,BIH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.7798593,1142.142946,2235.413231,3081.084694,3603.492383,3996.80101,4598.155112,4791.895792,5196.529754,5461.782443,5949.360939,6479.645754,7414.019421,8196.496314,9028.858595,9028.633507,9348.264569,9976.490774,10304.02448,11016.55045,11433.19043,12010.7595,13072.18301,13753.83744,14901.78122,15728.17551,15623.09747
Belarus,BLR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5228.564437,5338.054364,4924.741099,4648.049139,4196.827402,3851.683478,4045.626092,4606.522435,5072.469255,5344.658214,5808.357426,6248.211382,6709.845503,7367.193779,8489.484087,9642.429793,10994.76674,12317.4565,13885.74672,14054.10602,15360.1479,16563.20141,18105.28672,18994.19019,19008.06102,18095.66518,17785.9432,18356.10077,19430.27877,20094.52581,20239.20182
Belize,BLZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3332.911876,3768.654832,4248.470736,4544.913658,4555.863539,4561.87439,4564.07958,4638.532917,4682.898019,4978.755901,5558.968227,5765.982875,5963.261358,6467.380498,6781.222276,6945.267823,7306.607131,7347.215027,7554.687908,7438.923106,7563.896568,7684.829862,7272.836587,7227.213563,7190.086108,7235.710178,7236.930959,7193.63431,7436.046107,7558.567917,6457.636558
Bermuda,BMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34886.92681,34971.77668,36007.27674,37766.72296,38536.28892,40782.29968,42337.55851,44802.77665,46729.51326,48734.22545,53983.1078,58516.59054,58183.95277,60886.12122,63560.14316,66207.25459,71580.62207,75534.9776,75121.64813,71040.17368,70620.08068,69998.84342,67453.82052,68993.22749,68775.44674,71873.22806,76362.05141,81834.95587,83377.06467,85263.763,80829.61681
Bolivia,BOL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2373.165181,2528.624466,2573.963696,2690.385736,2816.792611,2948.967982,3070.710189,3215.093042,3347.609944,3344.228544,3437.616428,3504.736379,3580.814335,3677.639976,3863.452021,4086.376108,4335.381717,4575.664237,4868.442641,4986.457914,5167.110319,5460.257058,5921.648907,6624.805922,7056.828364,7133.873145,7499.772741,8423.697558,8863.349161,9093.431659,8275.491497
Brazil,BRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6696.698521,6872.636943,6872.666791,7260.168864,7722.008958,8085.722899,8282.988338,8582.069531,8575.875454,8611.902386,9060.788667,9260.768381,9568.066027,9733.773304,10445.34718,10988.96115,11642.44705,12549.931,13312.76676,13269.12211,14299.55514,15040.06109,15046.29018,15588.72613,15718.56495,14744.11363,14256.16339,14524.61354,15020.43822,15388.23492,14835.41493
Barbados,BRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9573.679364,9475.894689,9106.128721,9361.044052,9715.488722,10078.57893,10627.58845,11282.39942,11784.20407,11944.6357,12705.12287,12630.94304,12887.82622,13368.34994,13873.89609,14816.1173,16098.21053,16820.35328,17190.94622,16374.51507,16127.81138,16304.38242,15310.11393,15334.82825,15175.49564,15510.66121,15951.95868,15789.04116,16051.25581,16300.42221,13349.57038
Brunei Darussalam,BRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55879.51972,57909.1999,60307.50498,60211.16965,61728.95666,64148.37332,65546.74845,64190.16312,63099.24115,64532.51464,66439.13672,68349.93038,70717.779,72755.32113,73808.32138,75214.16712,79772.89055,81012.99009,80036.74599,78298.52299,80280.02445,83935.22572,88245.95835,83788.51089,81371.23087,62540.62522,56297.22671,60994.53156,61839.11757,64724.13243,65612.70206
Bhutan,BTN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558.529324,1593.149836,1704.782938,1786.324556,1917.274797,2085.273313,2213.302787,2329.876527,2439.440968,2609.774832,2696.378391,2923.116464,3229.50883,3480.084171,3723.461728,4056.152552,4412.510058,5302.73422,5608.49446,5972.870569,6693.515913,7295.853328,7912.144645,7989.689179,8666.455725,9500.650716,10457.24438,11142.47467,11620.9159,12366.52648,11130.21623
Botswana,BWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.149695,5895.658431,6036.514755,6137.896738,6338.069143,6760.38467,7113.369133,7661.635331,7607.404866,8282.310412,8461.967023,8507.000351,9004.94805,9431.86519,9772.379541,10339.50289,11311.75522,12311.81166,13055.48758,11912.9167,12862.49133,13729.85927,13091.98012,14168.08218,15702.87275,14639.55843,16638.5205,15948.03202,16611.90439,17039.26219,15458.48264
Central African Republic,CAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.0324022,636.6025731,592.6609111,591.3746148,615.6380469,655.4780039,624.2049562,652.4358413,674.2820295,692.2036983,674.4408517,704.2225429,725.6148338,684.9559203,730.7469777,745.5732324,789.2096421,831.6089804,849.9410502,916.1877056,958.9211041,1012.657401,1102.027526,738.4748923,720.3241096,787.0129065,851.0726713,912.8030453,955.5137443,985.1120414,987.6445126
Canada,CAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25258.86056,26319.67416,27841.35335,29362.08416,30230.80297,30963.053,32349.94366,33925.70673,36327.22865,38119.4132,39575.30975,40376.30688,38865.41346,40099.44824,41666.70763,42290.96541,44298.57873,45753.75055,44670.08054,46472.34025,48317.09658,49992.63549,49309.50086,46611.30901
Central Europe and the Baltics,CEB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7094.256944,6648.327594,6689.528564,6958.118736,7397.447986,7992.529655,8400.81054,8707.256364,9098.086125,9397.320293,10015.35791,10798.70326,11630.41384,12340.05396,13483.01704,14312.21883,15920.66829,17758.28305,19671.02634,19698.25435,20809.06655,22187.39113,22975.52435,23964.15015,24984.3613,26140.06399,27874.98653,29901.29603,31919.60813,33784.26407,33711.4137
Switzerland,CHE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28470.35894,28801.3749,29121.99213,29504.79707,30275.19147,30851.80041,31534.09607,32771.05937,33905.12738,34818.07604,36772.69462,37896.69696,38814.37174,38840.88188,40336.40896,41749.21645,46502.92827,51208.09883,54096.80786,53354.00464,54858.44808,57987.50203,59933.59868,62225.08727,64103.01045,66020.20434,68105.15498,69103.57026,71660.20684,72033.92944,71742.5166
Channel Islands,CHI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4504.013872,4944.68131,5613.856122,6109.735023,6558.426098,7340.248875,7998.947589,8623.718763,8981.591841,8959.919076,9538.075278,9962.27425,10319.94536,10839.95973,11810.24332,12746.58969,15753.9601,16941.82983,16501.80988,16159.60715,18161.80924,20342.56148,21507.69257,22439.27325,22786.64277,22698.54566,23437.59253,24470.70362,25714.13942,25395.49777,25110.15954
China,CHN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.8745585,1094.073613,1262.611028,1455.166436,1661.117234,1861.388294,2061.824285,2269.201401,2451.152804,2653.973626,2920.560791,3210.009396,3534.84913,3937.312875,4425.874191,5053.945798,5836.573437,6810.6039,7574.224455,8307.849519,9253.765188,10292.94048,11168.6973,11872.49738,12480.33853,12897.50229,13483.37727,14243.53261,15497.35999,16653.33884,17210.76489
Cote d'Ivoire,CIV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2754.217969,2747.709183,2704.985477,2668.143814,2654.46166,2808.30588,2983.001239,3226.875876,3302.217686,3295.306867,3273.828667,3196.192445,3088.723846,2934.717651,3045.535662,3105.323672,3219.15055,3269.457137,3415.093394,3484.508432,3679.600911,3470.929834,3558.631068,3867.323876,4319.578655,4652.889619,4726.98074,4830.750515,5154.331702,5432.992608,5465.514544
Cameroon,CMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955.317743,1887.130762,1816.198144,1663.256652,1682.666911,1719.706449,1776.566522,1840.969031,1899.435169,1961.973875,2028.825591,2106.634292,2177.1685,2276.831401,2436.455333,2499.66952,2601.50066,2711.609819,2765.931764,2781.289851,2816.797424,2892.448394,2958.692624,3129.858638,3312.540064,3395.628961,3527.165372,3665.117851,3800.971267,3901.14196,3867.51924
"Congo, Dem. Rep.",COD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.2103505,805.0902995,708.8335118,603.927046,571.6039844,568.9708716,557.6208197,522.6318231,508.0735646,481.9072305,447.0821604,435.0764329,441.8202731,460.7701257,489.4200951,518.8403245,545.1513874,575.7490764,603.2879075,604.8441735,633.9131335,668.940881,669.5674426,753.4851681,849.7608186,905.4505994,963.6692722,1059.810762,1111.96579,1144.381029,1141.819133
"Congo, Rep.",COG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3472.777774,3576.702535,3651.801596,3600.607455,3379.812436,3488.561786,3600.744362,3538.744885,3606.214679,3462.03063,3699.228406,3813.747709,3938.432231,3929.600191,4052.513202,4363.250914,4695.68829,4350.752005,4555.98509,4959.396244,5349.829561,5428.241535,6335.785752,6069.000985,5931.133916,4639.744518,3839.9616,4234.659883,4022.748814,3987.490158,3622.3172
Colombia,COL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5009.026217,5179.466401,5405.423117,5720.427469,6066.87071,6397.806646,6531.434692,6758.270569,6758.525749,6460.906827,6690.373751,6843.739037,7018.082018,7319.543212,7806.050509,8324.754688,9035.56564,9781.970408,10179.24484,10258.97084,10731.64591,11604.10228,12018.65128,12727.76493,13307.4245,13265.79726,13812.09606,14171.3205,15044.05534,15688.63338,14931.04685
Comoros,COM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1586.400572,1506.625984,1624.211394,1663.836076,1564.392357,1609.208033,1573.706712,1622.150804,1618.162059,1630.497034,1801.764134,1838.355456,1865.267165,1894.199957,1936.006798,2004.640868,2069.879744,2091.741984,2165.075425,2197.808664,2252.877706,2337.027619,2511.505979,2636.472976,2716.827525,2709.56254,2863.852044,3032.262133,3146.901748,3188.175462,3153.131329
